source_id,source_name,release_id,landing_url,download_url,accessed_at,downloaded_at,original_filename,local_path,file_size,sha256,citation,license_or_terms_reference,species,genome_build,assay,endpoint,value_unit,log_transform,upstream_processing,schema_version,acquisition_status,previous_local_path,provenance_note
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Human_Seq_Accession_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Human_Seq_Accession_MSigDB.v2026.1.Hs.chip,597067739,52866ea3d0f800c241ae851a44488a8270f11ee2d296158b13f42894f727e70d,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Human_Seq_Accession_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Human_UniProt_IDs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Human_UniProt_IDs_MSigDB.v2026.1.Hs.chip,8707146,5f754fa432537a5d9f6eaf10257c262830ad2746919ad33d3b787e694af635c8,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Human_UniProt_IDs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Macaque_Ensembl_Gene_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Macaque_Ensembl_Gene_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,1585638,23781870bf2cb93ef90ee2ca105c8009d9f5501ed52ef8bfc9e6962e4cf17b15,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Macaque_Ensembl_Gene_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Mouse_AFFY_MG_U74_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_AFFY_MG_U74_Human_Orthologs_MSigDB.v2026.1.Hs.chip,1945811,c0371353fc267fe8ada8edc122aafb5a72f1e1825e8ba7da37c08b062a58eb88,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_AFFY_MG_U74_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Mouse_AFFY_MoGene_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_AFFY_MoGene_Human_Orthologs_MSigDB.v2026.1.Hs.chip,3857058,17e4f64af1313616b1c4aa0495afba86040ab876f45b5f2863b2bb98fda2d537,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_AFFY_MoGene_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Mouse_AFFY_Mouse430_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_AFFY_Mouse430_Human_Orthologs_MSigDB.v2026.1.Hs.chip,2743832,05f97c45fd8da76aaa076df06ca91d7146996bfbf9a15431d4320fba0ba4f97d,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_AFFY_Mouse430_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Mouse_AFFY_Mu11K_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_AFFY_Mu11K_Human_Orthologs_MSigDB.v2026.1.Hs.chip,784535,ed1f8a540f501d00f91c01e745f4cd6a99aff4460c668789f4d7313c4325065e,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_AFFY_Mu11K_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Mouse_AGILENT_Array_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_AGILENT_Array_Human_Orthologs_MSigDB.v2026.1.Hs.chip,4085809,ffc2b1eaba0fd1e8b1efb0c66809a80a2bdf8afdaedf8b70e64a9b26f65c4c51,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_AGILENT_Array_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Mouse_Codelink_Codelink_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_Codelink_Codelink_Human_Orthologs_MSigDB.v2026.1.Hs.chip,1667169,ca85acc304ec612de9e2b15989a69f423c1d7c85aba5ff93951ab45fdcd684b4,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_Codelink_Codelink_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Mouse_Ensembl_Gene_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_Ensembl_Gene_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,1900681,f6eab58d04dc36285574a5fe46bac7f3a6afb78b169052b62ab4a4aedff4de43,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_Ensembl_Gene_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Mouse_Ensembl_Transcript_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_Ensembl_Transcript_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,9579287,368289de630ad9bedabbea222b7d2da6391e73b01eb2ff52bba178f0cba34424,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_Ensembl_Transcript_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Mouse_Gene_Symbol_Remapping_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_Gene_Symbol_Remapping_Human_Orthologs_MSigDB.v2026.1.Hs.chip,8855712,725e3f00b559531f5ce1dfda582059749d57f4d2c1f50ded39da3f22ac031b5e,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_Gene_Symbol_Remapping_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Mouse_ILLUMINA_Array_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_ILLUMINA_Array_Human_Orthologs_MSigDB.v2026.1.Hs.chip,3808493,099c93c3bcd9e06f047a671f3d20240059b7dc6ebf4ef5d039dd423e41a72ebc,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_ILLUMINA_Array_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Mouse_Image_Clone_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_Image_Clone_Human_Orthologs_MSigDB.v2026.1.Hs.chip,88339991,eb0196af461859f88e2f91a7758dcab89c6aa5b58688c1d03e661bbb15e481c5,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_Image_Clone_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Mouse_MGI_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_MGI_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,1750560,5b60d795452c666ebb9029132066a4ea011db6833281265051cdb7a306d8158c,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_MGI_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Mouse_NCBI_Gene_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_NCBI_Gene_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,3558784,4128582fe92be804ae69e494aa08aa600c062089cf6b29950ac29e384d55cfca,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_NCBI_Gene_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Mouse_Operon_V1_1_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_Operon_V1_1_Human_Orthologs_MSigDB.v2026.1.Hs.chip,419497,eaee60e2a5ae9467d6fb35bdee2349cda9d9dc0f78226e9a77796bf9011070c0,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_Operon_V1_1_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Mouse_Phalanx_OneArray_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_Phalanx_OneArray_Human_Orthologs_MSigDB.v2026.1.Hs.chip,1921130,043300488d247de6441391e9a1434ae3ac37ad62ed39e228810d1b35e2bdd917,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_Phalanx_OneArray_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Mouse_RefSeq_Accession_Extended_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_RefSeq_Accession_Extended_Human_Orthologs_MSigDB.v2026.1.Hs.chip,17471342,326a551e8649ac7c046dd2e383f1bf309591a45e0d5b0250804fcec84bfdf262,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_RefSeq_Accession_Extended_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Mouse_RefSeq_Accession_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_RefSeq_Accession_Human_Orthologs_MSigDB.v2026.1.Hs.chip,16497987,065c39160a95a03df858e84b1180e006ec7b945e744614d1182aa3c27b23edd3,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_RefSeq_Accession_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Mouse_Seq_Accession_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_Seq_Accession_Human_Orthologs_MSigDB.v2026.1.Hs.chip,338263434,820ff0c3e5ce9895d4d1852d6d74674dbc2605c216d41aea22ba6f16b7e3c1b1,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_Seq_Accession_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Mouse_UCSC_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_UCSC_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,230676,bec202a7d437a89260bf91e258f76e923af99b86a33383a0bb9eecc840fdd248,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_UCSC_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Mouse_UniProt_IDs_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_UniProt_IDs_Human_Orthologs_MSigDB.v2026.1.Hs.chip,5951235,c86e6ac6849c5d73f52c9f69ec2524b3926b932b9038cd978300736442f96e25,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Mouse_UniProt_IDs_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Rat_AFFY_230_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_AFFY_230_Human_Orthologs_MSigDB.v2026.1.Hs.chip,1776096,b9a71c464c44a3900767ca3aeae7bdb57f34bb93b7c47aec51e972e6afb9f3b9,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_AFFY_230_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Rat_AFFY_RaGene_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_AFFY_RaGene_Human_Orthologs_MSigDB.v2026.1.Hs.chip,3421289,6847010b1dd30383cb2da4d0e73c2da19fc0bc1fc768b1bb2991eb8c5ef87e8f,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_AFFY_RaGene_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Rat_AFFY_U34_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_AFFY_U34_Human_Orthologs_MSigDB.v2026.1.Hs.chip,1553890,a5a57579dba0dc662b46c0ae4b1bbc32262d448e43b1369cdfc410d808372e14,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_AFFY_U34_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Rat_AGILENT_Array_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_AGILENT_Array_Human_Orthologs_MSigDB.v2026.1.Hs.chip,2987543,331e7aad0b28fe8ce1b85844f4f629e0f192cef3c3baaff1195fd6842a2470eb,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_AGILENT_Array_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Rat_Codelink_Codelink_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_Codelink_Codelink_Human_Orthologs_MSigDB.v2026.1.Hs.chip,1642281,61f4ad39a751d688a2eb5ccc6c7a11fbbc3268f6743af90ed27b9738eb69210e,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_Codelink_Codelink_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Rat_Ensembl_Gene_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_Ensembl_Gene_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,2120710,3580ec5144b4ed017fc418dd9fbbb96bbdabbcb1fae1ba6ab23410eaff3e091b,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_Ensembl_Gene_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Rat_Ensembl_Transcript_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_Ensembl_Transcript_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,4505673,9215f17a5f154b1a7af77726bf2f38073d12199c0ceefc6a0e92a7bebfc5ba5c,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_Ensembl_Transcript_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Rat_Gene_Symbol_Remapping_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_Gene_Symbol_Remapping_Human_Orthologs_MSigDB.v2026.1.Hs.chip,5990029,a30e815769a74efe5d4143bc51bd0266e030e4bce5d3605b02197ee305f4ba66,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_Gene_Symbol_Remapping_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Rat_ILLUMINA_Array_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_ILLUMINA_Array_Human_Orthologs_MSigDB.v2026.1.Hs.chip,1334666,ab41073e49616a2ef6055036106cd5cefbd09384850f0b07aa268bc687e036fb,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_ILLUMINA_Array_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Rat_Image_Clone_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_Image_Clone_Human_Orthologs_MSigDB.v2026.1.Hs.chip,12325914,e1fb9a11520cee0994df9b1ad05984876768cea5bac9ba0e47ede7de1eb7af2b,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_Image_Clone_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Rat_NCBI_Gene_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_NCBI_Gene_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,2096607,b65113d623ee551309827f42ea01ee172f84bcb107a205964655d5e9796c30f0,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_NCBI_Gene_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Rat_Phalanx_OneArray_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_Phalanx_OneArray_Human_Orthologs_MSigDB.v2026.1.Hs.chip,1693951,afafae6016fe6fc83b377c1ba3c3a75f77da8b0dc2d3d5c4ea3614a0138b8bfa,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_Phalanx_OneArray_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Rat_RefSeq_Accession_Extended_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_RefSeq_Accession_Extended_Human_Orthologs_MSigDB.v2026.1.Hs.chip,15280445,09a21e967c2ee631c39ec7937d597251871c2bec7fec21f88e9b5c73f4ee1fd7,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_RefSeq_Accession_Extended_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Rat_RefSeq_Accession_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_RefSeq_Accession_Human_Orthologs_MSigDB.v2026.1.Hs.chip,13326098,7c9300848f453bc025774e29af2a235756902fdb09e6dadfa9d9c203616ccf24,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_RefSeq_Accession_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
MSigDB,MSigDB,2026.1.Hs,https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp,,,,Rat_RGD_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,data/raw/MSigDB/2026.1.Hs/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_RGD_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip,6880592,c3b416942712a676763adb5aaa9c8534695bcd28ca799e9ad2fcc09c768bd650,,,,,,,,,,1.0,local_present_provenance_incomplete,data/raw/pathway/msigdb_v2026.1.Hs_chip_files_to_download_locally/Rat_RGD_ID_Human_Orthologs_MSigDB.v2026.1.Hs.chip, Release label from local header/filename or source directory; see evidence records.
